examen	archivo	n	tema	ubicacion	enunciado_completo_extraido
Java.pdf	java/Java.pdf	133	Java	pág 209	Which three of the following options are considered bad practices in software development in Java? a. Ignoring exceptions instead of handling them properly. b. Using empty and undocumented catch blocks. c. Duplicating code. d. Not testing code that is diﬃcult to unit test. e. Using proper naming conventions. Las tres opciones que representan malas prácticas en desarrollo de software en Java son: a. Ignoring exceptions instead of handling them properly. ● Ignorar excepciones puede ocultar errores y causar fallos difíciles de diagnosticar. b. Using empty and undocumented catch blocks. ● Bloques catch vacíos dejan errores sin tratar y diﬁcultan el mantenimiento del código. c. Duplicating code. ● La duplicación de código reduce la mantenibilidad y aumenta la probabilidad de errores. Las otras opciones d y e no son malas prácticas: ● d : “Not testing code that is diﬃcult to unit test” es
Java.pdf	java/Java.pdf	134	Java	pág 210	¿Qué clase puede proveer las siguientes capacidades?: no permitir valores duplicados, mantener el orden en el cual los elementos fueron insertados, proveer iteración rápida y acceso aleatorio eficiente. a. TreeSet b. LinkedHashSet c. HashSet d. ArrayList e. LinkedHashMap La descripción dada combina varias características: ● No permitir valores duplicados: esto lo hacen las colecciones tipo Set . ● Mantener el orden de inserción: esto lo hace LinkedHashSet (a diferencia de HashSet , que no garantiza orden). ● Iteración rápida y acceso aleatorio eﬁciente: LinkedHashSet permite iteración predecible y relativamente eﬁciente, aunque acceso aleatorio directo ( get(index) ) no es tan eﬁciente como en un List . Por lo tanto, la clase que mejor cumple con estos requisitos es: Respuesta correcta: b. LinkedHashSet
Java.pdf	java/Java.pdf	135	Java	pág 210	¿Cuántas veces se ejecutará la instrucción println más interna en el siguiente código? public class NestedForLoopTest { public static void main(String[] args) { for (int i = 0; i < 4; i++) { for (int j = 0; j < 3; j++) { for (int k = 0; k < 2; k++) { System.out.println("Hello"); } } } } } a. 6 veces b. 12 veces c. 24 veces d. 36 veces Para calcular cuántas veces se ejecuta la instrucción println más interna, multiplicamos las iteraciones de los tres bucles anidados: ● i de 0 a 3 → 4 iteraciones ● j de 0 a 2 → 3 iteraciones ● k de 0 a 1 → 2 iteraciones Total de ejecuciones: 4 × 3 × 2 = 24 Respuesta correcta: c. 24 veces
Java.pdf	java/Java.pdf	136	Java	pág 212	Given: interface I { void method(); } public class C implements I { // method declarations } Which method can be declared within the C class to make it compile? a. public abstract void method(); b. protected abstract void method() { } c. private void method() {} d. void method() {} e. None of the options is valid.
Java.pdf	java/Java.pdf	137	APX	pág 212	¿Cuál de las siguientes opciones es verdadera acerca de Spring Batch? a. Marco de trabajo basado en jobs y steps. b. Es una abstracción que representa la salida de un Step. c. Es una abstracción que representa la recuperación de la entrada de un Step. d. Es una abstracción que representa el procesamiento comercial de un Item. e. Marco de trabajo para lotes diseñado para permitir el desarrollo de aplicaciones por lotes.
Java.pdf	java/Java.pdf	138	Java	pág 213	Dado el siguiente código: import java.util.function.Predicate; class Foo { int i; Foo(int i) { this.i = i; } } public class Test { static boolean compare(Foo foo, Predicate<Foo> predicate) { return predicate.test(foo); } public static void main(String[] args) { Predicate<Foo> p = f -> f.i > 0; // line 1 p = p.or(f -> f.i > 0).and(f -> f.i < 0); // line 2 boolean b = compare(new Foo(1), p); // line 3 System.out.println(b); } } ¿Cuál será la salida del código anterior? a. Compilación falla en la línea 1. b. Compilación falla en la línea 3. c. true d. false e. Compilación falla en la línea 2. Analicemos cuidadosamente el código paso a paso: 1. Se deﬁne la clase Foo con un atributo int i . 2. En main , se crea un Predicate<Foo> : Predicate<Foo> p = f -> f.i > 0; // line 1 Esto es válido.
Java.pdf	java/Java.pdf	139	Java	pág 215	public class Test { public static void main(String... arguments) { final char a = 'A', d = 'D'; char grade = 'B'; switch (grade) { case a: case 'B': System.out.print("B"); case 'C': System.out.print("C"); break; case d: case 'F': System.out.print("F"); } } } a. B b. Compilation fails c. C d. A e. AC f. BC Analicemos el código paso a paso: 1. Se deﬁnen variables ﬁnales a = 'A' y d = 'D' .
Java.pdf	java/Java.pdf	140	Java	pág 218	public class Test { String value = "A"; { value += "B"; } { value += "C"; } public Test() { value += "x"; } public Test(String s) { value += s; } public static void main(String[] args) { Test m = new Test("M"); m = new Test(); System.out.println(m.value); } } a. ABCXM b. ABCMABCB c. ABCM d. ABCX e. An exception is thrown f. the code does not compile Analicemos paso a paso la ejecución del código: 1. La clase Test tiene un campo value inicializado como "A" . 2. Hay dos bloques de inicialización de instancia: { value += "B"; } { value += "C"; } Estos bloques se ejecutan antes del constructor , en el orden en que aparecen. 3. Constructores: public Test() { value += "x"; } public Test(String s) { value += s; } 4. En main : Test m = new Test("M"); ● Se ejecuta el constructor Test(String s) . ● Pasos de inicialización: 1. value = "A" 2. Primer bloque: value += "B" → "AB" 3. Segundo blo
Java.pdf	java/Java.pdf	141	Java	pág 221	Which statement is true about the following code? abstract class Shape { public abstract void draw(); public void printShape() { System.out.println("This is a shape"); } } class Circle extends Shape { @Override public void draw() { System.out.println("Drawing a circle"); } } public class Test { public static void main(String[] args) { Circle circle = new Circle(); circle.draw(); circle.printShape(); } } a. The program will print "Drawing a circle" followed by "This is a shape". b. Compilation error because the Shape class is abstract. c. The program will print "This is a shape" followed by "Drawing a circle". d. Compilation error because the Circle class does not implement the draw method. Let's analyze the code: 1. Shape is an abstract class with: ○ An abstract method draw() ○ A concrete method printShape() 2. Circle extends Shape and overrides draw() correctly. 3. In main , we c
Java.pdf	java/Java.pdf	142	APX	pág 223	¿Cuál es un antipatrón de Binary Large Object (BLOB)? Una librería compuesta de sola clase con gran cantidad de funcionalidad. “The Blob” normalmente es muy complicada de reutilizar y probar, por lo cual, la solución es realizar un “refactoring” del rediseño entre las librerías involucradas. La opción correcta es: Una librería compuesta de sola clase con gran cantidad de funcionalidad. Este es un antipatrón BLOB porque concentra demasiada responsabilidad en una sola clase, lo que la hace difícil de mantener, reutilizar y probar. La recomendación es refactorizar la clase, distribuyendo la funcionalidad en varias clases más cohesivas.
Java.pdf	java/Java.pdf	143	Java	pág 224	Which of the following code snippets will result in a compilation error when implementing the Vehicle interface? interface Vehicle { void start(); void stop(); } Opción a: public class Scooter implements Vehicle { public void start() { System.out.println("Scooter starts"); } public void stop() { System.out.println("Scooter stops"); } } Opción b: public class Bike implements Vehicle { public void start() { System.out.println("Bike starts"); } void stop() { System.out.println("Bike stops"); } } Opción c: public class Truck implements Vehicle { public void start() { System.out.println("Truck starts"); } public void stop() { System.out.println("Truck stops"); } public void load() { System.out.println("Truck loads"); } } Opción d: public class Car implements Vehicle { public void start() { System.out.println("Car starts"); } public void stop() { System.out.println("Car stops"); } } O
Java.pdf	java/Java.pdf	144	Java	pág 227	¿Cuál de los siguientes fragmentos de código implementa correctamente Comparator para ordenar una lista de objetos Person por su edad? import java.util.Comparator; class Person { private String name; private int age; public Person(String name, int age) { this.name = name; this.age = age; } public int getAge() { return age; } public String getName() { return name; } } Opción a) import java.util.Comparator; public class AgeComparator implements Comparator<Person> { @Override public int compare(Person p1, Person p2) { return p1.getAge() - p2.getAge(); } } Opción b) import java.util.Comparator; public class AgeComparator implements Comparator<Person> { @Override public int compare(Person p1, Person p2) { return p1.getName().compareTo(p2.getName()); } } Opción c) import java.util.Comparator; public class AgeComparator implements Comparator<Person> { @Override public int compare(Perso
Java.pdf	java/Java.pdf	145	Java	pág 230	public class Test { ___ doMath (long l, short s) { return s / (l * 10); } } What is the narrowest valid return type for the calculate Method? a. ﬂoat b. short c. int d. long e. double f. byte The expression in the method is: s / (l * 10) ● s is short , l is long , and 10 is an int literal. ● l * 10 → long × int = long ● s / (l * 10) → short / long = long (the result of dividing a smaller type by a long is promoted to long). So the narrowest valid return type is: d. long
Java.pdf	java/Java.pdf	146	Java	pág 231	In Java, which class is the superclass of all errors and exceptions? a. Object b. RuntimeException c. Exception d. Error e. Throwable In Java, both exceptions and errors are subclasses of the Throwable class. ● Exception and Error both extend Throwable . ● Object is the root of all classes but not speciﬁcally for errors/exceptions. ● RuntimeException is a subclass of Exception .
Java.pdf	java/Java.pdf	147	APX	pág 231	Todo el acceso a los datos debe estar encapsulado en una biblioteca para facilitar la reutilización y el control de acceso verdadero Falso La aﬁrmación es
Java.pdf	java/Java.pdf	148	Java	pág 232	¿Cuál es la característica que comparten Array y Arraylist? Pueden almacenar valores nulos. Ambos procesos ocurren en tiempo constante. Es posible que tengan valores duplicados. Array y ArrayList no garantizan la presencia de elementos ordenados. La característica que sí comparten tanto un Array como un ArrayList en Java es:
Java.pdf	java/Java.pdf	149	Java	pág 233	abstract class Animal { void speak() { System.out.println("Animals make noise"); } public static void main(String[] args) { Animal animal = new Dog(); animal.speak(); } } class Dog extends Animal { protected void speak() { System.out.println("The Dog barks"); } } public class Test { public static void main(String... strings) { Animal.main(strings); } } a. Animals make noise b. A runtime exception is thrown c. Compilation fails d. The Dog barks
